Gross/ Net;Economic activity;Time period;Average monthly wages
Gross;A01 Crop and animal production, hunting and related service activities;February 2011;477
Gross;A01 Crop and animal production, hunting and related service activities;March 2011;500
Gross;A01 Crop and animal production, hunting and related service activities;April 2011;519
Gross;A01 Crop and animal production, hunting and related service activities;May 2011;529
Gross;A01 Crop and animal production, hunting and related service activities;June 2011;519
Gross;A01 Crop and animal production, hunting and related service activities;July 2011;533
Gross;A01 Crop and animal production, hunting and related service activities;August 2011;592
Gross;A01 Crop and animal production, hunting and related service activities;September 2011;565
Gross;A01 Crop and animal production, hunting and related service activities;October 2011;538
Gross;A01 Crop and animal production, hunting and related service activities;November 2011;541
Gross;A01 Crop and animal production, hunting and related service activities;December 2011;552
Gross;A01 Crop and animal production, hunting and related service activities;January 2012;510
Gross;A01 Crop and animal production, hunting and related service activities;February 2012;486
Gross;A01 Crop and animal production, hunting and related service activities;March 2012;516
Gross;A01 Crop and animal production, hunting and related service activities;April 2012;524
Gross;A01 Crop and animal production, hunting and related service activities;May 2012;563
Gross;A01 Crop and animal production, hunting and related service activities;June 2012;556
Gross;A01 Crop and animal production, hunting and related service activities;July 2012;555
Gross;A01 Crop and animal production, hunting and related service activities;August 2012;625
Gross;A01 Crop and animal production, hunting and related service activities;September 2012;558
Gross;A01 Crop and animal production, hunting and related service activities;October 2012;556
Gross;A01 Crop and animal production, hunting and related service activities;November 2012;556
Gross;A01 Crop and animal production, hunting and related service activities;December 2012;602
Gross;A01 Crop and animal production, hunting and related service activities;January 2013;545
Gross;A01 Crop and animal production, hunting and related service activities;February 2013;524
Gross;A01 Crop and animal production, hunting and related service activities;March 2013;549
Gross;A01 Crop and animal production, hunting and related service activities;April 2013;562
Gross;A01 Crop and animal production, hunting and related service activities;May 2013;625
Gross;A01 Crop and animal production, hunting and related service activities;June 2013;593
Gross;A01 Crop and animal production, hunting and related service activities;July 2013;601
Gross;A01 Crop and animal production, hunting and related service activities;August 2013;636
Gross;A01 Crop and animal production, hunting and related service activities;September 2013;572
Gross;A01 Crop and animal production, hunting and related service activities;October 2013;600
Gross;A01 Crop and animal production, hunting and related service activities;November 2013;599
Gross;A01 Crop and animal production, hunting and related service activities;December 2013;608
Gross;A01 Crop and animal production, hunting and related service activities;January 2014;617
Gross;A01 Crop and animal production, hunting and related service activities;February 2014;576
Gross;A01 Crop and animal production, hunting and related service activities;March 2014;611
Gross;A01 Crop and animal production, hunting and related service activities;April 2014;660
Gross;A01 Crop and animal production, hunting and related service activities;May 2014;658
Gross;A01 Crop and animal production, hunting and related service activities;June 2014;642
Gross;A01 Crop and animal production, hunting and related service activities;July 2014;674
Gross;A01 Crop and animal production, hunting and related service activities;August 2014;695
Gross;A01 Crop and animal production, hunting and related service activities;September 2014;694
Gross;A01 Crop and animal production, hunting and related service activities;October 2014;692
Gross;A01 Crop and animal production, hunting and related service activities;November 2014;632
Gross;A01 Crop and animal production, hunting and related service activities;December 2014;659
Gross;A01 Crop and animal production, hunting and related service activities;January 2015;628
Gross;A01 Crop and animal production, hunting and related service activities;February 2015;609
Gross;A01 Crop and animal production, hunting and related service activities;March 2015;646
Gross;A01 Crop and animal production, hunting and related service activities;April 2015;646
Gross;A01 Crop and animal production, hunting and related service activities;May 2015;665
Gross;A01 Crop and animal production, hunting and related service activities;June 2015;660
Gross;A01 Crop and animal production, hunting and related service activities;July 2015;669
Gross;A01 Crop and animal production, hunting and related service activities;August 2015;747
Gross;A01 Crop and animal production, hunting and related service activities;September 2015;716
Gross;A01 Crop and animal production, hunting and related service activities;October 2015;678
Gross;A01 Crop and animal production, hunting and related service activities;November 2015;652
Gross;A01 Crop and animal production, hunting and related service activities;December 2015;771
Gross;A01 Crop and animal production, hunting and related service activities;January 2016;697
Gross;A01 Crop and animal production, hunting and related service activities;February 2016;661
Gross;A01 Crop and animal production, hunting and related service activities;March 2016;681
Gross;A01 Crop and animal production, hunting and related service activities;April 2016;673
Gross;A01 Crop and animal production, hunting and related service activities;May 2016;707
Gross;A01 Crop and animal production, hunting and related service activities;June 2016;689
Gross;A01 Crop and animal production, hunting and related service activities;July 2016;706
Gross;A01 Crop and animal production, hunting and related service activities;August 2016;786
Gross;A01 Crop and animal production, hunting and related service activities;September 2016;751
Gross;A01 Crop and animal production, hunting and related service activities;October 2016;710
Gross;A01 Crop and animal production, hunting and related service activities;November 2016;730
Gross;A01 Crop and animal production, hunting and related service activities;December 2016;768
Gross;A01 Crop and animal production, hunting and related service activities;January 2017;732
Gross;A01 Crop and animal production, hunting and related service activities;February 2017;679
Gross;A01 Crop and animal production, hunting and related service activities;March 2017;722
Gross;A01 Crop and animal production, hunting and related service activities;April 2017;726
Gross;A01 Crop and animal production, hunting and related service activities;May 2017;791
Gross;A01 Crop and animal production, hunting and related service activities;June 2017;767
Gross;A01 Crop and animal production, hunting and related service activities;July 2017;752
Gross;A01 Crop and animal production, hunting and related service activities;August 2017;861
Gross;A01 Crop and animal production, hunting and related service activities;September 2017;805
Gross;A01 Crop and animal production, hunting and related service activities;October 2017;788
Gross;A01 Crop and animal production, hunting and related service activities;November 2017;821
Gross;A01 Crop and animal production, hunting and related service activities;December 2017;842
Gross;A01 Crop and animal production, hunting and related service activities;January 2018;835
Gross;A01 Crop and animal production, hunting and related service activities;February 2018;754
Gross;A01 Crop and animal production, hunting and related service activities;March 2018;798
Gross;A01 Crop and animal production, hunting and related service activities;April 2018;824
Gross;A01 Crop and animal production, hunting and related service activities;May 2018;882
Gross;A01 Crop and animal production, hunting and related service activities;June 2018;825
Gross;A01 Crop and animal production, hunting and related service activities;July 2018;850
Gross;A01 Crop and animal production, hunting and related service activities;August 2018;908
Gross;A01 Crop and animal production, hunting and related service activities;September 2018;888
Gross;A01 Crop and animal production, hunting and related service activities;October 2018;848
Gross;A01 Crop and animal production, hunting and related service activities;November 2018;855
Gross;A01 Crop and animal production, hunting and related service activities;December 2018;882
Gross;A01 Crop and animal production, hunting and related service activities;January 2019;842
Gross;A01 Crop and animal production, hunting and related service activities;February 2019;792
Gross;A01 Crop and animal production, hunting and related service activities;March 2019;831
Gross;A01 Crop and animal production, hunting and related service activities;April 2019;884
Gross;A01 Crop and animal production, hunting and related service activities;May 2019;894
Gross;A01 Crop and animal production, hunting and related service activities;June 2019;877
Gross;A01 Crop and animal production, hunting and related service activities;July 2019;891
Gross;A01 Crop and animal production, hunting and related service activities;August 2019;974
Gross;A01 Crop and animal production, hunting and related service activities;September 2019;880
Gross;A01 Crop and animal production, hunting and related service activities;October 2019;915
Gross;A01 Crop and animal production, hunting and related service activities;November 2019;878
Gross;A01 Crop and animal production, hunting and related service activities;December 2019;968
Gross;A01 Crop and animal production, hunting and related service activities;January 2020;908
Gross;A01 Crop and animal production, hunting and related service activities;February 2020;834
Gross;A01 Crop and animal production, hunting and related service activities;March 2020;909
Gross;A01 Crop and animal production, hunting and related service activities;April 2020;947
Gross;A01 Crop and animal production, hunting and related service activities;May 2020;885
Gross;A01 Crop and animal production, hunting and related service activities;June 2020;917
Gross;A01 Crop and animal production, hunting and related service activities;July 2020;909
Gross;A01 Crop and animal production, hunting and related service activities;August 2020;994
Gross;A01 Crop and animal production, hunting and related service activities;September 2020;995
Gross;A01 Crop and animal production, hunting and related service activities;October 2020;948
Gross;A01 Crop and animal production, hunting and related service activities;November 2020;951
Gross;A01 Crop and animal production, hunting and related service activities;December 2020;998
Gross;A01 Crop and animal production, hunting and related service activities;January 2021;760
Gross;A01 Crop and animal production, hunting and related service activities;February 2021;0
Gross;A01 Crop and animal production, hunting and related service activities;March 2021;1711
Gross;A01 Crop and animal production, hunting and related service activities;April 2021;1456
Gross;A01 Crop and animal production, hunting and related service activities;May 2021;856
Gross;A01 Crop and animal production, hunting and related service activities;June 2021;929
Gross;A01 Crop and animal production, hunting and related service activities;July 2021;1030
Gross;A01 Crop and animal production, hunting and related service activities;August 2021;1083
Gross;A01 Crop and animal production, hunting and related service activities;September 2021;1059
Gross;A01 Crop and animal production, hunting and related service activities;October 2021;956
Gross;A01 Crop and animal production, hunting and related service activities;November 2021;982
Gross;A01 Crop and animal production, hunting and related service activities;December 2021;1081
Gross;A01 Crop and animal production, hunting and related service activities;January 2022;1002
Gross;A01 Crop and animal production, hunting and related service activities;February 2022;933
Gross;A01 Crop and animal production, hunting and related service activities;March 2022;1072
Gross;A01 Crop and animal production, hunting and related service activities;April 2022;1067
Gross;A01 Crop and animal production, hunting and related service activities;May 2022;1100
Gross;A01 Crop and animal production, hunting and related service activities;June 2022;1097
Gross;A01 Crop and animal production, hunting and related service activities;July 2022;1085
Gross;A01 Crop and animal production, hunting and related service activities;August 2022;1255
Gross;A01 Crop and animal production, hunting and related service activities;September 2022;1187
Gross;A01 Crop and animal production, hunting and related service activities;October 2022;1106
Gross;A01 Crop and animal production, hunting and related service activities;November 2022;1127
Gross;A01 Crop and animal production, hunting and related service activities;December 2022;1295
Gross;A01 Crop and animal production, hunting and related service activities;January 2023;1260
Gross;A01 Crop and animal production, hunting and related service activities;February 2023;1148
Gross;A01 Crop and animal production, hunting and related service activities;March 2023;1243
Gross;A01 Crop and animal production, hunting and related service activities;April 2023;1266
Gross;A01 Crop and animal production, hunting and related service activities;May 2023;1319
Gross;A01 Crop and animal production, hunting and related service activities;June 2023;1281
Gross;A01 Crop and animal production, hunting and related service activities;July 2023;1250
Gross;A01 Crop and animal production, hunting and related service activities;August 2023;1404
Gross;A01 Crop and animal production, hunting and related service activities;September 2023;1374
Gross;A01 Crop and animal production, hunting and related service activities;October 2023;1264
Gross;A01 Crop and animal production, hunting and related service activities;November 2023;1274
Gross;A01 Crop and animal production, hunting and related service activities;December 2023;1478
Gross;A01 Crop and animal production, hunting and related service activities;January 2024;1256
Gross;A01 Crop and animal production, hunting and related service activities;February 2024;1229
Gross;A01 Crop and animal production, hunting and related service activities;March 2024;1295
Gross;A01 Crop and animal production, hunting and related service activities;April 2024;1348
Gross;A01 Crop and animal production, hunting and related service activities;May 2024;1390
Gross;A01 Crop and animal production, hunting and related service activities;June 2024;1314
Gross;A01 Crop and animal production, hunting and related service activities;July 2024;1397
Gross;A01 Crop and animal production, hunting and related service activities;August 2024;1522
Gross;A01 Crop and animal production, hunting and related service activities;September 2024;1462
Gross;A01 Crop and animal production, hunting and related service activities;October 2024;1386
Gross;A01 Crop and animal production, hunting and related service activities;November 2024;1326
Gross;A01 Crop and animal production, hunting and related service activities;December 2024;1487
Gross;A02 Forestry and logging;January 2005;398
Gross;A02 Forestry and logging;February 2005;344
Gross;A02 Forestry and logging;March 2005;397
Gross;A02 Forestry and logging;April 2005;359
Gross;A02 Forestry and logging;May 2005;345
